RBD;DV_RBD;NOM_RBD;COD_DEPE2;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;RURAL_RBD;EFECTIVR;SUPERAR;INICIAR;MEJORAR;INTEGRAR;IGUALDR;CLUSTER;INDICER;SEL2022_25;SEL2022_35;SEL
1;9;LICEO POLITECNICO ARICA;5;15;15101;ARICA;0;23.46631;64.41088;90.28889;97.2973;65.68;85.73848;1532;56.2273;2;2;3
2;7;PARVULARIO LAS ESPIGUITAS;5;15;15101;ARICA;0;39.71651;62.36384;96.775;100.0;81.6;96.73551;1512;65.3253;2;1;2
3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;5;15;15101;ARICA;1;33.99764;67.05454;0.0;100.0;0.0;88.90676;1521;52.9139;2;2;3
4;3;LICEO OCTAVIO PALMA PEREZ;5;15;15101;ARICA;0;46.81308;62.19269;97.7875;100.0;97.0;94.18256;1532;68.1722;2;2;3
5;1;JOVINA NARANJO FERNANDEZ;5;15;15101;ARICA;0;48.70814;62.96479;94.375;90.54054;70.08;86.26687;1532;65.6082;2;2;3
7;8;L. POLI. ANTONIO VARAS DE LA BARRA;5;15;15101;ARICA;0;29.1757;63.89246;91.21111;98.64865;60.8;90.53735;1532;59.0888;2;2;3
8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;5;15;15101;ARICA;0;41.23814;66.98944;100.0;97.2973;79.2;79.29821;1532;63.3667;2;2;3
9;4;ESCUELA REPUBLICA DE ISRAEL;5;15;15101;ARICA;0;52.69725;64.53516;97.15;98.64865;86.0;89.57553;1511;69.3764;2;1;2
10;8;ESCUELA REPUBLICA DE FRANCIA;5;15;15101;ARICA;0;35.31517;65.9689;96.1375;100.0;68.4;86.47697;1511;61.7511;2;2;3
11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;5;15;15101;ARICA;0;29.98378;53.25798;93.4125;100.0;76.8;89.15382;1512;57.0648;2;2;3
12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;5;15;15101;ARICA;0;50.89899;61.58712;100.0;100.0;89.2;89.2657;1512;68.1755;1;2;1
13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;5;15;15101;ARICA;0;43.66203;67.31798;99.3125;93.24324;80.8;81.50297;1512;64.7983;2;1;2
14;0;ESCUELA ROMULO J. PENA MATURANA;5;15;15101;ARICA;0;35.09465;67.28325;98.2;100.0;87.0;89.76305;1512;63.8142;2;2;3
15;9;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;5;15;15101;ARICA;0;34.97389;59.4008;100.0;98.64865;81.8;80.19255;1532;59.2779;2;2;3
16;7;ESCUELA REGIMIENTO RANCAGUA;5;15;15101;ARICA;0;35.63216;61.62929;97.2;98.64865;55.2;86.23146;1511;59.976;2;2;3
17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;5;15;15101;ARICA;0;36.93973;59.23496;94.5375;98.64865;72.4;89.40267;1512;61.1873;2;2;3
18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;5;15;15101;ARICA;0;41.11857;74.47254;95.0375;95.94595;79.0;86.49562;1512;66.6664;2;1;2
19;1;ESC. HUMBERTO VALENZUELA GARCIA;5;15;15101;ARICA;0;35.27365;59.33023;98.8875;100.0;95.4;88.25854;1512;61.7838;2;2;3
20;5;ESCUELA TUCAPEL;5;15;15101;ARICA;0;35.64546;60.944;94.6875;100.0;76.58;85.57113;1512;60.589;2;2;3
22;1;ESCUELA GABRIELA MISTRAL;5;15;15101;ARICA;0;35.37906;63.85406;98.8875;93.24324;73.2;87.80166;1512;61.7439;2;2;3
25;6;COLEGIO CENTENARIO DE ARICA;5;15;15101;ARICA;0;36.25214;70.92941;98.6375;97.2973;71.2;85.34317;1532;63.4732;2;2;3
26;4;ESCUELA REPUBLICA DE ARGENTINA;5;15;15101;ARICA;0;54.21441;63.69026;99.0625;100.0;83.8;89.19418;1512;69.6491;1;2;1
27;2;ESCUELA ESMERALDA;5;15;15101;ARICA;0;50.98577;74.8373;92.3375;100.0;92.4;88.58454;1511;71.468;1;2;1
28;0;ESCUELA RICARDO SILVA ARRIAGADA;5;15;15101;ARICA;0;52.39728;66.02362;99.0;100.0;92.4;91.15679;1511;70.4881;1;2;1
29;9;ESCUELA AMERICA;5;15;15101;ARICA;0;38.70034;67.85892;0.0;91.89189;0.0;86.62095;1512;54.2141;2;2;3
31;0;ESCUELA DARIO SALAS DIAZ;5;15;15101;ARICA;1;40.97083;63.06543;97.2625;100.0;84.4;87.86483;1521;64.2035;1;2;1
32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;5;15;15101;ARICA;1;34.63361;67.11669;98.34444;98.64865;82.8;83.17692;1521;61.9197;2;1;2
33;7;ESCUELA CARLOS CONDELL DE LA HAZA;5;15;15101;ARICA;1;52.66156;63.74923;95.7375;97.2973;89.0;88.31454;1521;68.904;1;2;1
35;3;ESCUELA GRAL. MANUEL BAQUEDANO;5;15;15101;ARICA;1;40.12105;62.2687;0.0;97.2973;0.0;92.16586;1521;54.5025;2;2;3
36;1;ESCUELA IGNACIO CARRERA PINTO;5;15;15101;ARICA;0;29.00202;58.58017;93.9875;100.0;59.8;86.17546;1512;56.721;2;2;3
38;8;ESCUELA ESPAÑA;5;15;15101;ARICA;1;45.77165;65.93996;98.6375;94.59459;100.0;91.63585;1521;68.3687;1;2;1
39;6;ESCUELA PAMPA ALGODONAL;5;15;15101;ARICA;1;29.08872;62.19427;85.62857;94.59459;83.0;90.39967;1521;59.2448;2;2;3
41;8;ESCUELA VALLE DE CHACA;5;15;15101;ARICA;1;44.04305;67.05454;80.64286;93.24324;69.7;89.8065;1521;65.0171;1;2;1
42;6;ESCUELA MOLINOS LLUTA;5;15;15101;ARICA;1;47.36722;67.05454;92.22857;100.0;50.5;91.17103;1521;66.4175;1;2;1
43;4;JARDIN INFANTIL CEPILLIN;2;15;15101;ARICA;0;39.71651;62.36384;81.4125;97.2973;74.0;92.31885;1512;62.9978;2;2;3
45;0;COLEGIO ITALIANO SANTA ANA;2;15;15101;ARICA;0;54.87564;66.43744;97.75;100.0;87.6;90.80516;1532;71.1286;1;2;1
49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;2;15;15101;ARICA;0;39.71651;62.36384;0.0;97.2973;0.0;92.31885;1512;54.4131;2;2;3
50;7;COLEGIO ADVENTISTA DE ARICA;2;15;15101;ARICA;0;53.85198;62.12309;95.7375;98.64865;87.8;89.52111;1532;69.1216;2;2;3
52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;2;15;15101;ARICA;0;56.6174;62.19127;94.07778;98.64865;97.6;83.06988;1532;69.135;2;2;3
56;6;COLEGIO SAN MARCOS DE ARICA;2;15;15101;ARICA;0;54.25325;54.86406;94.45;100.0;91.8;85.85287;1531;66.5803;2;2;3
58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;2;15;15101;ARICA;0;39.71651;62.36384;0.0;100.0;0.0;92.31885;1512;54.4671;2;2;3
60;4;COLEGIO ALEMAN DE ARICA;2;15;15101;ARICA;0;56.38105;66.13963;79.975;100.0;77.2;87.46232;1531;69.2803;1;2;1
66;3;JARDIN INFANTIL PLUTO;2;15;15101;ARICA;0;39.71651;62.36384;64.45;100.0;39.48;92.31885;1512;60.3081;2;2;3
67;1;ABRAHAM LINCOLN SCHOOL;2;15;15101;ARICA;0;53.52043;65.07407;84.775;100.0;64.8;86.64095;1531;67.4108;2;2;3
70;1;ESCUELA VALLE DE ESQUINA;5;15;15102;CAMARONES;1;32.64756;67.05454;46.21429;95.94595;13.5;93.4203;1521;56.7741;2;2;3
72;8;LICEO VALLE DE CODPA;5;15;15102;CAMARONES;1;20.22406;67.05454;78.21111;90.54054;67.0;82.99205;1521;54.3699;2;2;3
73;6;ESCUELA VALLE DE COBIJA;5;15;15102;CAMARONES;1;33.99764;67.05454;47.5;97.2973;24.575;93.4203;1521;57.9316;2;2;3
74;4;ESCUELA VALLE DE CAMARONES;5;15;15102;CAMARONES;1;33.99764;67.05454;0.0;97.2973;0.0;93.4203;1521;53.8528;2;2;3
75;2;ESCUELA VALLE DE GUANACAGUA;5;15;15102;CAMARONES;1;33.99764;67.05454;72.17143;94.59459;46.625;93.4203;1521;60.4603;2;2;3
76;0;ESCUELA VALLE DE CUYA;5;15;15102;CAMARONES;1;27.89053;67.05454;80.42857;97.2973;48.2;93.4203;1521;58.8289;2;2;3
78;7;LICEO GRANADEROS;5;15;15201;PUTRE;1;38.86503;74.45945;0.0;91.89189;0.0;84.47045;1521;55.65;2;2;3
79;5;ESCUELA EL MARQUEZ;5;15;15201;PUTRE;1;21.59473;67.05454;0.0;98.64865;0.0;81.44207;1521;46.6555;2;2;3
81;7;ESCUELA PAYACHATAS;5;15;15201;PUTRE;1;33.99764;67.05454;70.22857;95.94595;47.2;93.4203;1521;60.3995;2;2;3
82;5;ESCUELA SAN FRANCISCO DE ASIS;5;15;15201;PUTRE;1;33.99764;67.05454;71.17143;95.94595;52.125;93.4203;1521;60.7023;2;2;3
83;3;ESCUELA COTA COTANI;5;15;15201;PUTRE;1;49.75866;67.05454;61.62857;95.94595;48.975;93.4203;1521;65.8038;1;2;1
84;1;ESCUELA LOS ALAMOS;5;15;15201;PUTRE;1;33.99764;67.05454;64.27143;95.94595;41.625;93.4203;1521;59.7633;2;2;3
86;8;ESCUELA SAN SANTIAGO DE BELEN;5;15;15201;PUTRE;1;33.99764;67.05454;0.0;98.64865;0.0;86.23336;1521;52.2987;2;2;3
87;6;ESCUELA ANCOLACANE;5;15;15202;GENERAL LAGOS;1;33.99764;67.05454;64.52857;89.18919;40.325;93.4203;1521;59.5786;2;2;3
88;4;ESCUELA ALCERRECA;5;15;15202;GENERAL LAGOS;1;33.99764;67.05454;38.82857;89.18919;17.075;93.4203;1521;56.8741;2;2;3
89;2;ESCUELA HUMAPALCA;5;15;15202;GENERAL LAGOS;1;33.99764;67.05454;0.0;89.18919;0.0;93.4203;1521;53.6906;2;2;3
90;6;ESCUELA INTERNADO VISVIRI;5;15;15202;GENERAL LAGOS;1;24.85283;67.05454;49.64286;85.13514;54.35;82.64858;1521;53.5523;2;2;3
91;4;ESCUELA COSAPILLA;5;15;15202;GENERAL LAGOS;1;16.31892;67.05454;51.55714;100.0;50.625;93.4203;1521;52.9904;2;2;3
92;2;ESCUELA CHISLLUMA;5;15;15202;GENERAL LAGOS;1;33.99764;67.05454;53.42857;100.0;33.65;93.4203;1521;58.7951;2;2;3
93;0;ESCUELA CHUJLLUTA;5;15;15202;GENERAL LAGOS;1;33.99764;67.05454;47.65714;100.0;28.675;86.78589;1521;56.7405;2;2;3
94;9;ESCUELA GUACOYO;5;15;15202;GENERAL LAGOS;1;33.99764;67.05454;52.67143;89.18919;32.85;93.4203;1521;58.4934;2;2;3
95;7;ESCUELA COLPITAS;5;15;15202;GENERAL LAGOS;1;33.99764;67.05454;70.15714;89.18919;48.425;93.4203;1521;60.3213;2;2;3
97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;1;1101;IQUIQUE;0;29.08982;61.98965;10.22222;98.64865;0.0;83.65861;132;49.1115;2;2;3
103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;1;1101;IQUIQUE;0;36.73828;64.19186;0.0;98.64865;0.0;84.38331;132;52.1042;2;2;3
106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;4;1;1101;IQUIQUE;0;28.01976;59.56502;9.88889;100.0;0.0;78.28034;132;46.8605;2;2;3
107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;1;1101;IQUIQUE;0;34.47722;62.09196;0.0;91.89189;0.0;78.8742;131;49.3325;2;2;3
108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;1;1101;IQUIQUE;0;25.54749;68.23521;9.83333;98.64865;0.0;89.41004;132;50.7916;2;2;3
109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;1;1;1101;IQUIQUE;0;28.58618;65.94866;0.0;28.37838;0.0;81.13618;132;47.46;2;2;3
110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;1;1101;IQUIQUE;0;39.97639;60.71491;96.7875;98.64865;60.6;83.26278;132;60.9195;2;2;3
111;2;ESCUELA GABRIELA MISTRAL;1;1;1101;IQUIQUE;0;40.55576;64.16976;98.8875;98.64865;95.0;84.844;112;64.2951;2;2;3
112;0;ESCUELA EDUARDO LLANOS;1;1;1101;IQUIQUE;0;45.79344;73.01442;97.525;100.0;97.6;86.62244;112;69.176;1;2;1
113;9;ESCUELA ALMIRANTE PATRICIO LYNCH;1;1;1101;IQUIQUE;0;34.07118;62.75684;0.0;100.0;0.0;63.81395;111;46.2173;2;2;3
114;7;ESCUELA PLACIDO VILLARROEL;1;1;1101;IQUIQUE;0;35.22519;65.77158;98.5125;97.2973;87.8;76.66598;111;60.5626;2;2;3
116;3;COLEGIO REPUBLICA DE CROACIA;1;1;1101;IQUIQUE;0;35.98455;57.1556;4.0;95.94595;0.0;78.07089;111;48.6524;2;2;3
117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR;1;1;1101;IQUIQUE;0;40.02485;62.63093;96.125;97.2973;74.8;73.14849;111;59.892;2;2;3
119;8;ESCUELA CENTENARIO;1;1;1101;IQUIQUE;0;41.32116;67.53882;76.95;100.0;57.8;83.17029;111;62.0042;2;2;3
122;8;ESCUELA THILDA PORTILLO OLIVARES;1;1;1101;IQUIQUE;0;34.98731;57.62688;11.5;100.0;0.0;85.0684;112;50.4859;2;2;3
123;6;COLEGIO ESPANA;1;1;1101;IQUIQUE;0;30.91662;64.48743;24.25;100.0;0.0;89.42533;112;52.6242;2;2;3
124;4;LICEO LUIS CRUZ MARTINEZ;1;1;1101;IQUIQUE;0;28.82794;64.04247;10.22222;94.59459;0.8;90.2892;132;51.0071;2;2;3
125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS;1;1;1101;IQUIQUE;0;38.13973;65.8936;98.6375;100.0;91.4;74.73456;132;61.4918;2;2;3
126;0;COLEGIO REPUBLICA DE ITALIA;1;1;1101;IQUIQUE;0;30.64793;63.8806;11.5;97.2973;0.0;81.29546;112;49.7472;2;2;3
127;9;LICEO MARIA AUXILIADORA;2;1;1101;IQUIQUE;0;56.12032;59.17413;81.3875;100.0;84.98;84.35211;131;67.023;1;2;1
129;5;LICEO SUPERIOR GABRIELA MISTRAL;2;1;1101;IQUIQUE;0;37.26845;60.50101;0.0;100.0;0.0;82.32699;131;50.8415;2;2;3
130;9;COLEGIO NORTH COLLEGE;2;1;1101;IQUIQUE;0;48.456;62.8285;81.825;100.0;73.4;86.93644;131;65.2262;2;2;3
131;7;COLEGIO ESCASCE;2;1;1101;IQUIQUE;0;40.19294;63.12935;0.0;100.0;0.0;83.50295;132;52.9183;2;2;3
132;5;COLEGIO BAJO MOLLE;2;1;1101;IQUIQUE;0;58.83495;57.10525;86.9375;100.0;68.2;84.27334;131;66.9248;1;2;1
133;3;COLEGIO ADVENTISTA DE IQUIQUE;2;1;1101;IQUIQUE;0;49.61724;66.36726;86.2375;95.94595;91.4;88.10731;132;67.988;1;2;1
134;1;LICEO ATENEA;2;1;1101;IQUIQUE;0;29.42028;58.44317;0.0;100.0;0.0;85.18028;131;47.9893;2;2;3
144;9;COLEGIO IQUIQUE YOUNG SCHOOL;2;1;1101;IQUIQUE;0;33.71398;63.66078;0.0;100.0;0.0;83.72084;132;50.7178;2;2;3
154;6;ESCUELA BASICA FRONTERIZA;1;1;1404;HUARA;1;41.8437;63.5354;0.0;100.0;0.0;91.33341;121;55.3654;2;2;3
156;2;ESCUELA PISAGUA;1;1;1404;HUARA;1;37.96507;36.52942;0.0;91.89189;0.0;95.4126;122;47.1039;2;2;3
158;9;ESCUELA CHIAPA;1;1;1404;HUARA;1;36.70873;63.5354;0.0;83.78378;0.0;93.4203;121;53.6003;2;2;3
159;7;ESCUELA JAINA;1;1;1404;HUARA;1;5.39716;54.58922;13.57143;94.59459;0.0;46.70519;122;30.2632;2;2;3
160;0;ESCUELA PACHICA;1;1;1404;HUARA;1;46.3346;54.58922;0.0;93.24324;0.0;94.87252;122;55.1656;2;2;3
161;9;LICEO DE HUARA;1;1;1404;HUARA;1;31.42863;61.05834;4.16667;98.64865;0.0;83.6583;122;49.3527;2;2;3
162;7;ESCUELA SIBAYA;1;1;1404;HUARA;1;29.3298;48.9021;9.92857;100.0;0.0;93.07341;122;47.6165;2;2;3
165;1;ESCUELA CHUSMIZA;1;1;1404;HUARA;1;29.48598;54.58922;0.0;86.48649;0.0;93.4203;122;48.477;2;2;3
167;8;ESCUELA CAMINA;1;1;1402;CAMIÑA;1;41.18668;49.16008;83.75;100.0;88.0;83.54751;121;58.8093;2;2;3
168;6;ESCUELA CUISAMA;1;1;1402;CAMIÑA;1;36.49961;54.58922;0.0;100.0;0.0;93.4203;122;51.3423;2;2;3
169;4;ESCUELA QUISTAGAMA;1;1;1402;CAMIÑA;1;47.71207;54.58922;54.6;100.0;42.625;93.4203;122;60.8982;1;2;1
170;8;ESCUELA NAMA;1;1;1402;CAMIÑA;1;42.31563;54.58922;0.0;100.0;0.0;93.4203;122;53.4942;2;2;3
171;6;ESCUELA APAMILCA;1;1;1402;CAMIÑA;1;58.15142;54.58922;12.71429;83.78378;0.0;93.4203;122;59.792;2;1;2
172;4;ESCUELA CHAPIQUILTA;1;1;1402;CAMIÑA;1;50.79404;54.58922;85.71429;100.0;83.25;81.44207;122;63.3014;1;2;1
173;2;ESCUELA MOQUELLA;1;1;1402;CAMIÑA;1;40.84838;54.58922;85.42857;100.0;98.0;93.4203;122;62.9771;1;2;1
174;0;ESCUELA FRANCIA;1;1;1402;CAMIÑA;1;44.08995;54.58922;12.81429;83.78378;0.0;91.09826;122;54.0844;2;2;3
175;9;ESCUELA YALA YALA;1;1;1402;CAMIÑA;1;36.49961;54.58922;0.0;100.0;0.0;93.4203;122;51.3423;2;2;3
177;5;ESCUELA BASICA CARIQUIMA;1;1;1403;COLCHANE;1;36.70873;63.5354;11.1;89.18919;0.0;93.4203;121;54.3744;2;2;3
178;3;LICEO TECNICO PROFESIONAL COLCHANE;1;1;1403;COLCHANE;1;29.60237;63.48279;90.26667;97.2973;75.2;80.31307;121;57.5189;2;2;3
179;1;ESCUELA BASICA MAUQUE;1;1;1403;COLCHANE;1;36.70873;63.5354;0.0;70.27027;0.0;93.4203;121;53.33;2;2;3
185;6;ESCUELA BASICA PISIGA-CHOQUE;1;1;1403;COLCHANE;1;8.55884;54.58922;0.0;100.0;0.0;70.80886;122;36.0297;2;2;3
186;4;ESCUELA BASICA ENQUELGA;1;1;1403;COLCHANE;1;36.70873;63.5354;0.0;100.0;0.0;93.4203;121;53.9246;2;2;3
187;2;ESCUELA VERTIENTE DEL SABER;1;1;1405;PICA;1;38.57048;62.19682;0.0;98.64865;0.0;84.17556;121;52.1778;2;2;3
188;0;ESC. MATILLA DE NUEVA EXTREMADURA;1;1;1405;PICA;1;39.86462;72.60896;96.57143;93.24324;87.75;89.40683;121;66.7966;1;2;1
191;0;LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ;1;1;1401;POZO ALMONTE;1;31.88291;70.52744;94.26667;100.0;61.8;92.06513;121;62.5447;1;2;1
192;9;ESCUELA BASICA MAMINA;1;1;1401;POZO ALMONTE;1;39.85013;54.58922;0.0;100.0;0.0;93.32127;122;52.5602;2;2;3
193;7;ESCUELA BASICA POZO ALMONTE;1;1;1401;POZO ALMONTE;1;39.42948;66.64665;23.3125;100.0;0.0;91.18728;121;56.7099;2;2;3
195;3;ESCUELA BASICA LA TIRANA;1;1;1401;POZO ALMONTE;1;39.59146;60.16711;90.98571;100.0;80.75;78.66363;122;60.2983;2;1;2
196;1;ESCUELA BASICA HUATACONDO;1;1;1401;POZO ALMONTE;1;21.74228;63.5354;0.0;100.0;0.0;93.4203;121;48.387;2;2;3
198;8;ESCUELA BASICA LA HUAYCA;1;1;1401;POZO ALMONTE;1;30.80814;55.38563;97.85714;100.0;90.25;85.55838;121;58.1138;2;2;3
199;6;LICEO DOMINGO LATRILLE LASTAUNOU;1;2;2301;TOCOPILLA;0;28.53516;67.37791;96.66667;100.0;69.9;89.75718;232;60.4654;2;2;3
200;3;LICEO POLITECNICO DIEGO PORTALES P.;1;2;2301;TOCOPILLA;0;31.69346;61.98965;87.14444;98.64865;79.4;86.56937;232;59.3006;2;2;3
201;1;ESCUELA CARLOS CONDELL DE LA HAZA;1;2;2301;TOCOPILLA;0;34.33336;67.114;99.75;100.0;88.2;88.93782;212;63.4566;2;2;3
203;8;ESCUELA PABLO NERUDA;1;2;2301;TOCOPILLA;0;32.83066;60.48046;99.75;98.64865;73.4;87.70525;212;60.005;2;2;3
204;6;ESCUELA L.GRAL.BERNARDO O´HIGGINS R.;1;2;2301;TOCOPILLA;0;37.18069;61.09689;96.175;98.64865;70.8;91.16673;212;62.2041;2;2;3
205;4;ESCUELA ARTURO PRAT CHACON;1;2;2301;TOCOPILLA;0;32.11195;66.32407;94.5625;100.0;89.28;85.93565;212;61.4958;2;2;3
206;2;ESCUELA ESTADOS UNIDOS DE NORTEAMERICA;1;2;2301;TOCOPILLA;0;35.70372;62.84037;95.7625;82.43243;91.2;86.01714;212;61.6838;2;2;3
208;9;COLEGIO BICENTENARIO SAGRADA FAMILIA;2;2;2301;TOCOPILLA;0;46.58148;60.32846;83.75;100.0;88.0;87.48439;231;64.7987;2;2;3
210;0;ESCUELA ARTURO PEREZ CANTO;1;2;2302;MARÍA ELENA;0;41.76602;64.37001;95.9875;98.64865;84.4;86.6316;211;64.4882;2;2;3
211;9;LICEO H.C. T.P. MARIA ELENA;1;2;2302;MARÍA ELENA;0;33.42668;55.72172;80.55556;100.0;52.6;91.17196;232;57.4911;2;2;3
214;3;ESCUELA IGNACIO CARRERA PINTO;1;2;2302;MARÍA ELENA;1;51.81693;68.30284;88.04286;100.0;48.75;93.74846;221;68.6418;1;2;1
217;8;LICEO BICENTENARIO LUIS CRUZ MARTINEZ;1;2;2201;CALAMA;0;57.7208;59.1993;97.7875;91.89189;94.0;90.7076;232;70.2933;1;2;1
218;6;LICEO FRANCISCO DE AGUIRRE;1;2;2201;CALAMA;0;28.72806;51.77195;93.38889;95.94595;81.0;87.40579;232;55.9271;2;2;3
219;4;LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA;1;2;2201;CALAMA;0;37.42135;64.20222;96.43333;98.64865;80.4;84.62296;232;62.2185;2;2;3
220;8;LICEO MINERO AMÉRICA;1;2;2201;CALAMA;0;36.72344;57.03862;88.88889;95.94595;97.0;90.28224;232;61.5228;2;2;3
222;4;CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A;1;2;2201;CALAMA;0;36.73854;63.20625;87.25;100.0;75.0;93.4203;232;62.8285;2;2;3
223;2;ESCUELA CLAUDIO ARRAU;1;2;2201;CALAMA;0;33.16331;60.75415;97.5375;100.0;93.4;84.82747;211;60.4659;2;2;3
224;0;ESCUELA GRECIA;1;2;2201;CALAMA;0;44.94215;62.72755;93.425;98.64865;83.4;84.97024;212;64.6342;1;2;1
225;9;ESCUELA REPUBLICA DE BOLIVIA;1;2;2201;CALAMA;0;50.31701;61.9995;100.0;98.64865;89.2;88.57692;211;67.897;1;2;1
226;7;ESCUELA BASICA EMILIO SOTOMAYOR;1;2;2201;CALAMA;0;49.60872;66.19392;100.0;100.0;94.6;87.57061;211;68.8851;1;2;1
227;5;ESCUELA BASICA PRESIDENTE BALMACEDA;1;2;2201;CALAMA;0;34.96307;60.35944;91.5375;100.0;68.8;86.16119;211;59.7247;2;2;3
228;3;ESCUELA BASICA VADO DE TOPATER;1;2;2201;CALAMA;0;39.37738;61.62347;97.525;90.54054;81.0;64.59253;211;57.7469;2;2;3
229;1;ESCUELA REPUBLICA DE CHILE;1;2;2201;CALAMA;0;40.75282;63.61278;97.4125;98.64865;86.4;81.97286;211;63.0619;2;2;3
230;5;ESCUELA BASICA ANDRES BELLO;1;2;2201;CALAMA;0;43.56337;64.21898;99.75;100.0;90.0;88.91143;211;66.1453;2;1;2
231;3;ESCUELA BASICA JOHN FITZGERALD KENNEDY;1;2;2201;CALAMA;0;46.40718;62.61345;100.0;98.64865;97.0;89.29936;211;67.1713;1;2;1
232;1;ESCUELA BASICA PEDRO VERGARA KELLER;1;2;2201;CALAMA;0;38.35194;66.22539;89.875;100.0;95.0;85.21833;212;63.6239;2;1;2
236;4;ESCUELA DE PARVULOS LAS ABEJITAS;1;2;2201;CALAMA;0;41.95995;63.08925;89.75;100.0;76.4;96.26011;211;65.5724;2;1;2
237;2;ESCUELA DE PARVULOS LLAMITO BLANCO;1;2;2201;CALAMA;0;41.95995;63.08925;91.225;100.0;80.1;95.00725;211;65.5703;2;1;2
239;9;ESCUELA BASICA 21 DE MAYO;1;2;2201;CALAMA;0;42.95289;66.24303;99.75;100.0;73.2;88.19894;212;65.4894;1;2;1
240;2;ESCUELA BASICA REPUBLICA DE FRANCIA;1;2;2201;CALAMA;0;49.85734;65.62201;100.0;100.0;74.2;86.54502;211;67.5713;1;2;1
241;0;ESCUELA PARVULARIA LAS ARDILLAS;1;2;2201;CALAMA;0;37.35949;62.35213;83.35;100.0;91.0;96.49948;212;64.0625;2;1;2
243;7;ESCUELA BASICA PUKARA;1;2;2201;CALAMA;1;35.96786;68.30284;83.42857;83.78378;96.7;93.4203;221;64.5018;2;2;3
244;5;ESCUELA DE PARVULOS LOS ENANITOS;1;2;2201;CALAMA;0;37.35949;62.35213;72.2375;100.0;67.14;96.58458;212;62.2215;2;2;3
245;3;ESCUELA DE PARVULOS PAPELUCHO;1;2;2201;CALAMA;0;41.95995;63.08925;90.7875;100.0;74.8;96.41546;211;65.5888;2;1;2
246;1;ESCUELA BASICA SENORA DE LA CANDELARIA;1;2;2201;CALAMA;1;40.04393;68.30284;84.57143;75.67568;72.225;93.4203;221;64.6926;2;2;3
248;8;ESCUELA BASICA SAN JOSE;1;2;2201;CALAMA;1;44.41153;68.30284;84.21429;95.94595;72.0;94.7645;221;66.977;1;2;1
252;6;ESCUELA BASICA SAN FRANCISCO;1;2;2201;CALAMA;1;44.60785;72.85079;98.92857;86.48649;80.5;88.22037;221;68.0021;1;2;1
253;4;COLEGIO ADVENTISTA DE CALAMA;2;2;2201;CALAMA;0;55.24125;62.68043;100.0;98.64865;83.8;88.24338;231;69.5663;1;2;1
254;2;FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA;2;2;2201;CALAMA;0;45.30893;54.17713;98.8875;100.0;92.4;87.56649;231;63.7518;2;2;3
255;0;COLEGIO EJERCITO DE SALVACION;2;2;2201;CALAMA;0;39.88167;60.21088;98.8875;97.2973;96.6;86.89616;232;63.4416;2;2;3
256;9;INSTITUTO OBISPO SILVA LEZAETA;2;2;2201;CALAMA;0;53.84796;63.88254;96.6125;100.0;84.6;87.01165;231;68.9802;2;1;2
262;3;ESCUELA DE PARVULOS MICKEY MOUSE;2;2;2201;CALAMA;0;37.35949;62.35213;86.25;100.0;94.4;92.31885;212;63.4868;2;2;3
265;8;ESCUELA DE PARVULOS LOS CONEJITOS;1;2;2201;CALAMA;0;41.95995;63.08925;80.8375;100.0;83.8;92.31885;211;64.5406;2;2;3
268;2;ESC. BASICA RURAL SAN ANTONIO DE PADUA;1;2;2202;OLLAGÜE;1;54.14939;68.30284;97.8875;100.0;93.8;87.70411;221;71.0182;1;2;1
269;0;ESCUELA BASICA SAN PEDRO DE ATACAMA;1;2;2203;SAN PEDRO DE ATACAMA;0;45.23943;66.65873;95.375;98.64865;76.0;90.89835;211;66.8961;1;2;1
